16.6527 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
16.6539 	INFO 	Loaded monitor calibration from ['2023_09_17 13:39']
16.8117 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x155b4b010>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x155b4b070>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x155b23310>, multiSample=False, name='window1', numSamples=2, pos=[880.0, 420.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.8117 	EXP 	window1: backgroundImage = ''
16.8117 	EXP 	window1: backgroundFit = 'none'
16.8187 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8192 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8197 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8203 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8211 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8213 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8219 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8225 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8227 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8228 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8233 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8238 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8242 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8247 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8250 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8255 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8260 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8265 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8271 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8274 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8275 	DEBUG 	Uploading Texture Font fontname to graphics card
16.8304 	DEBUG 	Upload of Texture Font fontname complete
16.8346 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8353 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8360 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8362 	DEBUG 	Uploading Texture Font fontname to graphics card
16.8381 	DEBUG 	Upload of Texture Font fontname complete
16.8394 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
16.8394 	EXP 	window1: recordFrameIntervals = False
17.0341 	EXP 	window1: recordFrameIntervals = True
17.8701 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

17.8785 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8792 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8804 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8818 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8830 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8843 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8848 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8859 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8871 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8883 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.8886 	DEBUG 	Uploading Texture Font fontname to graphics card
17.8920 	DEBUG 	Upload of Texture Font fontname complete
20.0419 	INFO 	keyboard.Keyboard is using ptb backend.
20.3656 	INFO 	keyboard.Keyboard is using ptb backend.
20.6974 	INFO 	keyboard.Keyboard is using ptb backend.
21.0209 	INFO 	keyboard.Keyboard is using ptb backend.
21.3523 	INFO 	keyboard.Keyboard is using ptb backend.
21.6755 	INFO 	keyboard.Keyboard is using ptb backend.
22.0072 	INFO 	keyboard.Keyboard is using ptb backend.
22.3304 	INFO 	keyboard.Keyboard is using ptb backend.
22.6617 	INFO 	keyboard.Keyboard is using ptb backend.
22.9883 	INFO 	keyboard.Keyboard is using ptb backend.
23.3196 	INFO 	keyboard.Keyboard is using ptb backend.
23.6464 	INFO 	keyboard.Keyboard is using ptb backend.
23.6464 	EXP 	English1-LDT: status = STARTED
